name,octagon_debut,height,weight,reach,leg_reach,sig_strikes_landed_per_minute,sig_strikes_absorbed_per_minute,takedowns_avg,submission_avg,knockdown_avg,fight_time_avg
ariel beck,"Dec. 1, 2017",66.5,125.5,66.0,38.0,4.0,4.0,0.0,0.0,0.0,473
ariel gandulla,"Sep. 27, 2025",71.0,205.0,73.4,41.2,2.0,2.0,1.88,0.0,0.0,478
arjan singh bhullar,"Sep. 9, 2017",73.0,244.0,75.5,43.0,2.0,3.0,1.73,0.0,0.29,780
arman ashimov,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
arman tsarukyan,"Apr. 20, 2019",67.0,155.0,72.5,39.5,4.0,2.0,3.25,0.0,0.32,756
armando villarreal,"Sep. 27, 2025",67.0,135.0,69.6,38.1,3.0,4.0,3.23,0.0,0.0,279
armen petrosyan,"Feb. 26, 2022",75.0,186.0,71.0,42.0,6.0,3.0,0.17,0.0,0.17,664
arnold allen,"Jun. 20, 2015",68.0,145.0,70.0,39.0,3.0,3.0,0.93,0.34,0.25,817
art jimmerson,"Nov. 12, 1993",73.0,196.0,76.3,40.7,0.0,0.0,0.0,0.0,0.0,0
art santore,"Sep. 27, 2025",67.0,185.0,71.8,39.0,1.0,7.0,0.0,0.0,0.0,729
artem frolov,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
artem lobov,"Dec. 11, 2015",69.0,145.5,65.0,38.0,4.0,5.0,0.39,0.0,0.0,986
artem vakhitov,"Sep. 27, 2025",74.4,205.5,77.5,42.9,4.0,1.0,0.0,0.0,3.42,263
asbel cancio,"Apr. 7, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ashiek ajim,"Sep. 27, 2025",67.6,135.5,69.5,37.9,5.0,11.0,0.0,0.0,0.0,48
ashkan mokhtarian,"Jun. 11, 2017",66.0,125.0,67.0,38.0,2.0,4.0,0.54,0.0,0.0,829
ashlee evans-smith,"Dec. 6, 2014",68.0,135.5,67.5,40.0,4.0,5.0,0.95,0.0,0.0,737
ashley yoder,"Dec. 10, 2016",67.0,116.0,69.5,37.0,3.0,4.0,1.09,0.55,0.09,900
asikeerbai jinensibieke,"Jun. 10, 2022",69.4,155.0,71.7,40.3,0.0,0.0,0.0,0.0,0.0,0
asikerbai jinensibieke,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,2.0,10.0,0.0,0.0,0.0,30
askar askar,"Feb. 6, 2021",67.0,145.0,69.0,39.0,0.0,0.0,0.0,0.0,0.0,0
askar askarov,"Sep. 21, 2019",66.0,142.0,67.0,36.0,3.0,3.0,2.6,0.4,0.0,900
askar mozharov,"Jun. 4, 2022",75.0,204.5,74.0,41.0,0.0,4.0,0.0,0.0,0.0,280
aspen ladd,"Oct. 21, 2017",66.0,138.0,66.0,38.5,4.0,5.0,1.56,0.59,0.2,658
assuerio silva,"Jan. 16, 2006",73.0,241.0,77.0,42.6,1.0,4.0,2.66,1.78,0.3,507
asu almabayev,"Aug. 5, 2023",64.0,126.0,65.0,36.0,2.0,2.0,4.66,1.49,0.19,805
ateba gautier,"Mar. 29, 2025",76.0,185.0,81.0,44.0,7.0,2.0,0.0,0.0,3.28,274
augusto mendes,"Feb. 22, 2016",66.0,135.0,65.0,36.0,2.0,4.0,1.75,0.0,0.44,686
augusto montano,"Nov. 15, 2014",73.0,170.5,73.0,43.0,3.0,3.0,0.0,0.0,0.0,683
augusto sakai,"Sep. 23, 2018",75.0,265.0,77.0,42.0,5.0,4.0,0.23,0.0,0.34,664
austen lane,"Jun. 24, 2023",78.0,245.0,80.0,44.0,3.0,2.0,1.52,0.0,0.38,296
austin arnett,"Aug. 1, 2017",72.0,145.0,72.0,41.0,5.0,6.0,0.44,0.22,0.0,826
austin bashi,"Jan. 11, 2025",66.0,145.5,70.0,37.0,2.0,2.0,7.81,1.67,0.0,538
austin hubbard,"May. 18, 2019",70.0,155.5,71.0,40.0,4.0,4.0,1.63,0.1,0.0,783
austin lingo,"Feb. 8, 2020",70.0,157.0,70.0,39.0,4.0,5.0,0.43,0.0,0.43,830
austin springer,"Sep. 27, 2025",68.0,151.0,71.5,38.0,4.0,3.0,3.37,0.84,0.0,534
austin tweedy,"Sep. 27, 2025",69.0,155.5,68.0,39.0,4.0,6.0,0.0,0.0,0.0,28
austin vanderford,"Feb. 22, 2025",71.0,174.0,74.0,40.0,4.0,3.0,1.77,1.77,0.0,508
axel sola,"Sep. 6, 2025",71.0,170.0,73.6,40.5,4.0,3.0,1.25,0.0,1.25,722
azamat bekoev,"Jan. 18, 2025",72.0,185.5,72.0,40.0,8.0,4.0,2.59,0.0,5.17,174
azamat gashimov,"Nov. 17, 2012",66.0,126.0,69.0,38.0,1.0,5.0,1.69,0.0,0.0,266
azamat murzakanov,"Nov. 20, 2021",70.0,205.0,71.5,41.0,5.0,3.0,0.58,0.0,1.74,518
azat maksum,"Jul. 15, 2023",67.0,126.0,70.0,39.0,3.0,5.0,2.33,0.33,0.33,900
bj penn,"May. 4, 2001",69.0,155.5,70.0,37.5,3.0,3.0,1.19,0.51,0.29,779
baergeng jieleyisi,"Nov. 23, 2024",67.6,135.5,69.5,37.9,2.0,2.0,1.65,0.28,0.0,816
bahatebole batebolati,"Sep. 27, 2025",71.2,179.1,72.3,39.8,4.0,5.0,1.34,0.0,0.0,671
baisangur susurkaev,"Aug. 16, 2025",74.0,186.0,79.0,46.0,5.0,3.0,2.98,1.49,1.49,303
barb honchak,"Sep. 27, 2025",64.0,125.5,65.5,37.0,4.0,5.0,0.0,1.27,0.0,706
bart palaszewski,"Oct. 29, 2011",69.0,145.0,69.8,39.0,3.0,4.0,0.65,0.52,0.52,580
bartosz fabinski,"Apr. 11, 2015",72.0,184.5,75.0,41.0,2.0,1.0,7.1,0.0,0.0,507
bas rutten,"Jan. 8, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,6.0,2.0,0.0,0.0,4.41,204
bassil hafez,"Jul. 15, 2023",71.0,171.0,72.0,39.0,4.0,6.0,2.21,0.0,0.0,813
batgerel danaa,"Aug. 31, 2019",67.0,136.0,70.0,36.5,5.0,4.0,0.52,0.0,1.04,495
bea malecki,"Jun. 1, 2019",69.0,135.0,74.0,40.0,7.0,7.0,0.0,1.12,0.0,538
bec rawlings,"Dec. 12, 2014",66.0,125.8,64.0,38.0,4.0,6.0,0.71,0.36,0.0,724
bekzat almakhan,"Mar. 2, 2024",67.0,136.0,68.0,38.0,1.0,4.0,0.0,0.0,1.87,482
belal muhammad,"Jul. 7, 2016",71.0,169.0,72.0,40.0,4.0,4.0,2.24,0.15,0.0,923
ben askren,"Mar. 2, 2019",71.0,171.0,72.0,38.0,4.0,6.0,4.33,0.87,0.0,346
ben earwood,"Nov. 17, 2000",71.4,169.0,72.8,41.6,1.0,0.0,3.0,0.0,0.0,600
ben nguyen,"May. 9, 2015",65.0,125.5,65.0,39.0,4.0,3.0,0.25,1.0,0.75,512
ben rothwell,"Oct. 24, 2009",76.0,265.0,78.5,43.0,4.0,5.0,0.68,0.41,0.61,529
ben saunders,"Dec. 9, 2007",74.0,170.0,77.5,45.0,3.0,4.0,0.2,1.3,0.3,475
ben sosoli,"Oct. 18, 2019",72.0,264.0,72.5,40.0,2.0,4.0,0.0,0.0,0.0,372
ben wall,"Dec. 7, 2013",70.0,155.0,73.0,40.4,1.0,9.0,0.0,0.0,0.0,102
benardo sopaj,"Sep. 27, 2025",66.0,135.0,66.0,37.0,4.0,5.0,2.53,0.0,0.51,891
beneil dariush,"Jan. 15, 2014",70.0,156.0,72.0,40.5,4.0,3.0,2.12,0.82,0.48,550
benito lopez,"Aug. 22, 2017",70.0,138.5,73.0,41.0,4.0,5.0,0.0,0.28,0.28,637
benji radach,"May. 10, 2002",72.0,169.0,72.6,41.2,3.0,2.0,1.06,0.42,0.85,605
benny alloway,"Dec. 16, 2012",71.0,170.0,75.0,40.0,1.0,2.0,0.62,0.0,0.62,485
benoit saint denis,"Oct. 30, 2021",71.0,155.0,73.0,40.0,5.0,4.0,4.35,1.58,0.79,455
benson henderson,"Apr. 30, 2011",69.0,170.0,70.0,38.0,3.0,2.0,2.4,0.79,0.18,973
bentley syler,"Mar. 21, 2015",64.0,126.0,65.8,36.2,1.0,2.0,0.0,0.0,0.0,694
bernardo magalhaes,"Feb. 15, 2012",69.0,155.0,71.1,39.9,2.0,3.0,0.0,0.5,0.0,900
besam yousef,"Apr. 14, 2012",71.0,168.0,73.0,39.8,3.0,4.0,1.33,0.0,0.0,678
bethe correia,"Dec. 7, 2013",65.0,138.5,64.0,36.5,4.0,5.0,0.39,0.0,0.0,760
bevon lewis,"Aug. 29, 2017",75.0,185.0,79.0,44.0,4.0,3.0,0.0,0.0,0.47,638
bharat kandare,"Nov. 25, 2017",67.0,145.0,72.0,40.0,1.0,2.0,0.0,0.0,0.0,256
bia mesquita,"Oct. 11, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
bill algeo,"Aug. 29, 2020",72.0,146.0,73.0,40.0,6.0,4.0,1.03,0.11,0.23,715
bill mahood,"Jun. 4, 2005",72.0,204.0,74.6,41.1,2.0,4.0,0.0,3.85,0.0,78
billy elekana,"Jan. 18, 2025",75.0,204.0,77.0,43.5,2.0,3.0,0.64,0.0,0.0,707
billy pasulatan,"Sep. 27, 2025",65.8,125.5,68.4,37.0,1.0,5.0,0.0,4.89,0.0,184
billy quarantillo,"Dec. 7, 2019",70.0,146.0,70.0,38.0,7.0,6.0,1.47,1.02,0.23,665
billy ray goff,"Aug. 26, 2023",70.0,170.0,72.5,40.0,8.0,5.0,1.75,0.0,1.17,386
bilyal makhov,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
blagoy ivanov,"Sep. 27, 2025",71.0,259.0,73.0,42.0,3.0,4.0,0.69,0.12,0.12,975
blake bilder,"Feb. 11, 2023",68.0,144.5,68.5,39.5,4.0,4.0,0.31,0.62,0.0,724
blood diamond,"Feb. 12, 2022",71.0,169.5,76.0,41.0,3.0,2.0,0.0,0.0,0.0,693
bo nickal,"Mar. 4, 2023",73.0,185.5,76.0,42.0,2.0,2.0,3.34,2.92,0.42,308
bob cook,"Mar. 10, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
bob gilstrap,"May. 15, 1998",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
bobby hoffman,"Sep. 22, 2000",74.0,254.0,77.7,42.7,2.0,1.0,1.17,1.17,1.17,386
bobby moffett,"Nov. 10, 2018",70.0,146.0,73.0,40.0,3.0,3.0,2.74,1.37,0.0,656
bobby nash,"Jan. 29, 2017",72.0,170.5,74.0,42.0,3.0,4.0,2.37,1.58,0.79,380
bobby southworth,"Apr. 9, 2005",74.0,204.0,76.0,42.6,1.0,1.0,3.98,1.33,0.0,612
bobby voelker,"Mar. 16, 2013",72.0,170.5,74.0,41.4,4.0,6.0,1.04,0.0,0.26,664
bogdan grad,"Feb. 1, 2025",68.0,146.0,70.0,39.0,4.0,5.0,3.31,0.0,0.0,611
bogdan guskov,"Sep. 2, 2023",75.0,205.0,76.0,41.0,4.0,3.0,0.0,0.0,0.0,900
bojan mihajlovic,"Jul. 24, 2016",71.0,205.0,73.0,41.0,1.0,6.0,0.0,0.0,0.0,424
bojan velickovic,"Apr. 10, 2016",72.0,170.0,76.0,41.0,2.0,2.0,0.67,0.5,0.17,896
bolaji oki,"Feb. 10, 2024",70.0,156.0,73.0,41.0,7.0,5.0,1.01,0.0,0.67,536
boston salmon,"Jul. 11, 2017",69.0,135.5,69.0,39.0,4.0,8.0,0.0,0.0,0.0,353
brad blackburn,"Jul. 19, 2008",70.0,170.0,71.2,39.5,5.0,4.0,0.93,0.7,1.16,775
brad gumm,"Mar. 10, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
brad imes,"Nov. 5, 2005",79.0,261.0,79.3,45.1,3.0,4.0,1.72,1.03,0.0,872
brad katona,"Jul. 6, 2018",66.0,136.0,64.5,36.0,5.0,5.0,1.86,0.0,0.0,807
brad kohler,"Sep. 24, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
brad morris,"Apr. 19, 2008",73.0,205.0,75.7,41.4,1.0,7.0,0.0,0.0,0.0,302
brad pickett,"Nov. 5, 2011",66.0,139.0,68.0,37.0,3.0,5.0,2.47,0.44,0.22,688
brad riddell,"Oct. 5, 2049",67.0,155.6,71.0,38.0,5.0,4.0,1.77,0.0,0.2,655
brad tavares,"Jun. 19, 2010",73.0,186.0,74.0,43.0,3.0,3.0,0.73,0.0,0.17,776
bradley scott,"Dec. 16, 2012",73.0,171.0,76.0,44.0,4.0,4.0,0.32,0.65,0.32,698
brady hiestand,"Aug. 28, 2021",68.0,135.0,71.0,39.0,3.0,4.0,4.8,1.07,0.0,843
brady huang,"Sep. 27, 2025",67.6,135.5,69.5,37.9,5.0,11.0,0.0,0.0,0.0,39
branden lee hinkle,"Oct. 7, 2005",74.0,205.0,76.2,42.6,3.0,4.0,4.34,4.34,0.0,276
brando pericic,"Sep. 27, 2025",77.0,236.44,78.8,46.7,0.0,0.0,0.0,0.0,0.0,0
brandon davis,"Aug. 1, 2017",70.0,136.0,72.0,39.0,5.0,5.0,0.74,0.12,0.0,732
brandon jenkins,"Sep. 18, 2021",72.0,155.5,71.0,40.0,3.0,8.0,0.0,0.0,0.0,604
brandon lewis,"Sep. 27, 2025",64.0,135.5,65.0,36.0,2.0,4.0,1.0,0.0,0.0,900
brandon moreno,"Oct. 2, 2016",67.0,135.0,70.0,38.0,4.0,4.0,1.51,0.39,0.19,1028
brandon royval,"May. 30, 2020",69.0,125.5,68.0,38.5,6.0,4.0,0.67,1.11,0.33,738
brandon sayles,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
brandon thatch,"Aug. 29, 2013",74.0,170.0,74.0,43.0,3.0,4.0,1.36,0.68,1.02,455
brandon vera,"Oct. 3, 2005",74.0,241.0,77.6,43.6,3.0,3.0,0.7,0.18,0.7,570
brandon wolff,"Dec. 10, 2008",69.0,170.0,71.0,40.2,0.0,11.0,0.0,0.0,0.0,127
braxton smith,"May. 6, 2023",71.0,262.0,74.0,41.9,6.0,12.0,0.0,0.0,0.0,130
brendan allen,"Oct. 18, 2019",74.0,185.0,75.0,42.0,4.0,4.0,1.65,1.18,0.31,638
brendan loughnane,"Dec. 16, 2012",69.0,146.0,71.0,40.3,6.0,7.0,1.5,0.0,0.5,900
brendan oreilly,"Aug. 23, 2014",69.0,155.0,69.0,40.0,2.0,3.0,2.22,0.63,0.0,709
brendan schaub,"Dec. 5, 2009",76.0,244.0,78.0,43.5,3.0,2.0,2.32,0.39,0.77,423
brendon marotte,"Oct. 14, 2023",69.0,145.0,72.0,38.9,0.0,6.0,0.0,0.0,0.0,290
brendson ribeiro,"Feb. 17, 2024",75.0,206.0,81.0,40.5,3.0,4.0,0.9,0.6,0.6,429
brett johns,"Nov. 19, 2016",67.0,136.0,71.0,39.0,3.0,4.0,4.92,1.02,0.0,758
brian bowles,"Mar. 4, 2011",67.0,135.0,69.6,38.1,2.0,3.0,1.39,1.39,1.0,452
brian camozzi,"Dec. 10, 2016",74.0,171.0,78.0,41.5,3.0,6.0,0.0,0.73,0.0,413
brian cobb,"Feb. 21, 2009",71.0,155.0,71.5,41.0,0.0,4.0,5.81,0.0,0.0,310
brian ebersole,"Feb. 26, 2011",72.0,170.5,73.0,41.3,2.0,2.0,1.7,0.13,0.13,763
brian foster,"Sep. 19, 2009",70.0,170.0,73.0,40.7,3.0,2.0,3.67,1.83,0.61,295
brian gassaway,"Aug. 20, 2005",73.0,170.0,73.6,41.5,0.0,4.0,0.0,0.0,0.0,353
brian geraghty,"Jun. 23, 2007",67.0,155.0,71.3,37.9,0.0,10.0,0.0,0.0,0.0,129
brian houston,"Nov. 6, 2013",74.0,185.0,78.0,42.9,2.0,4.0,0.95,0.0,0.0,474
brian johnston,"Jul. 12, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
brian kelleher,"Jun. 3, 2017",66.0,136.0,66.0,38.0,3.0,5.0,1.68,0.67,0.34,472
brian melancon,"Jul. 6, 2013",68.0,170.0,72.0,39.6,4.0,4.0,2.02,0.0,2.02,561
brian ortega,"Jul. 26, 2014",68.0,153.0,69.0,39.0,4.0,6.0,0.93,0.93,0.39,829
brian stann,"Apr. 18, 2009",73.0,206.0,74.3,42.2,3.0,3.0,0.12,0.35,1.04,459
brianna fortino,"Jul. 13, 2019",60.0,115.0,62.0,34.5,4.0,3.0,2.5,0.0,0.0,900
bristol marunde,"Mar. 4, 2012",73.0,171.0,71.0,41.3,1.0,4.0,1.6,0.0,0.0,564
brock jardine,"Jun. 23, 2012",71.0,170.0,73.6,40.5,1.0,3.0,0.0,0.84,0.0,539
brock larson,"Oct. 3, 2005",71.0,171.0,73.1,40.4,1.0,2.0,2.67,2.0,0.67,368
brock lesnar,"Feb. 2, 2008",75.0,265.5,81.0,44.0,4.0,2.0,3.9,0.49,0.49,410
brodie farber,"Jul. 19, 2008",71.6,174.0,74.0,39.9,2.0,2.0,0.9,0.9,0.0,499
brogan walker,"Aug. 6, 2022",64.0,126.0,67.0,37.0,2.0,4.0,0.0,0.0,0.0,869
brok weaver,"Aug. 13, 2019",72.0,164.0,73.0,41.0,5.0,4.0,0.41,0.41,0.0,552
bruna brasil,"Apr. 15, 2023",66.0,115.5,65.5,38.0,3.0,4.0,1.55,0.0,0.19,791
brunno ferreira,"Jan. 21, 2023",70.0,186.0,72.0,39.0,3.0,3.0,1.39,1.04,1.39,323
bruno assis,"Sep. 27, 2025",74.0,185.0,77.0,42.0,1.0,3.0,2.0,1.0,0.0,900
bruno korea,"Nov. 7, 2015",66.0,125.5,65.5,36.0,2.0,4.0,0.0,0.0,1.06,424
bruno lopes,"Jan. 11, 2025",74.0,206.0,74.5,41.5,3.0,3.0,2.51,0.0,0.0,448
bruno oliveira,"Sep. 27, 2025",73.8,203.0,75.6,42.7,3.0,5.0,0.0,0.0,0.0,122
bruno santos,"Dec. 7, 2013",69.0,185.0,69.0,38.8,1.0,2.0,3.0,0.33,0.0,900
bruno silva,"Sep. 7, 2019",64.0,125.0,65.0,35.0,4.0,5.0,1.79,0.16,0.98,615
bruno souza,"Nov. 6, 2021",70.0,144.0,70.0,39.0,4.0,5.0,0.5,0.0,0.0,900
bryan barberena,"Dec. 13, 2014",72.0,198.0,72.5,39.0,5.0,5.0,0.13,0.27,0.4,703
bryan battle,"Aug. 28, 2021",73.0,190.0,77.0,42.5,5.0,4.0,0.77,0.39,0.39,517
bryan caraway,"Jul. 21, 2012",68.0,135.8,68.0,39.5,3.0,4.0,2.57,0.75,0.0,664
bryce mitchell,"Jul. 6, 2018",70.0,136.0,70.0,40.0,2.0,2.0,3.24,1.19,0.11,695
bubba bush,"Jul. 5, 2014",72.0,185.0,73.0,40.6,1.0,7.0,2.82,0.0,0.0,480
bubba mcdaniel,"Apr. 14, 2013",75.0,184.5,75.0,42.3,2.0,2.0,0.93,1.39,0.0,624
buddy roberts,"Jun. 9, 2012",74.0,184.0,76.6,41.6,2.0,2.0,0.0,0.65,0.0,693
byron bloodworth,"Oct. 2, 2011",68.0,136.0,69.1,39.0,2.0,5.0,0.0,0.0,0.0,411
cj keith,"Jun. 23, 2012",72.0,156.0,73.9,41.6,1.0,2.0,0.0,0.0,0.0,280
cb dollaway,"Jun. 21, 2008",74.0,186.0,76.0,42.5,3.0,3.0,3.55,1.18,0.27,495
cj fernandes,"Sep. 22, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
cj hamilton,"Jul. 18, 2017",67.0,125.0,68.0,37.8,2.0,4.0,0.0,0.0,0.0,900
cj vergara,"Nov. 6, 2021",66.0,126.0,68.0,37.0,5.0,5.0,0.0,0.18,0.36,563
cm punk,"Sep. 11, 2016",73.0,169.0,73.0,41.0,1.0,5.0,0.87,0.0,0.0,517
cain carrizosa,"Aug. 30, 2014",68.0,155.0,74.0,39.1,3.0,6.0,0.0,0.0,0.93,486
cain velasquez,"Apr. 19, 2008",73.5,248.0,77.0,41.0,6.0,2.0,5.13,0.38,1.28,413
caio bittencourt,"Sep. 27, 2025",70.0,186.0,75.0,39.5,0.0,1.0,0.0,0.0,0.0,209
caio borralho,"Apr. 16, 2022",73.5,185.0,75.0,42.0,3.0,3.0,1.28,0.43,0.43,844
caio machado,"Nov. 18, 2023",76.0,205.0,78.0,45.0,6.0,3.0,0.0,0.0,0.0,900
caio magalhaes,"Jun. 9, 2012",73.0,185.5,73.0,42.0,2.0,3.0,1.05,1.58,0.53,488
cal worsham,"Jul. 14, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
cale yarbrough,"Jul. 19, 2008",73.0,186.0,74.4,42.2,3.0,10.0,0.0,0.0,0.0,238
calen born,"Aug. 22, 2020",68.0,179.0,73.0,39.0,0.0,0.0,0.0,0.0,0.0,0
callan potter,"Feb. 9, 2019",72.0,170.5,72.0,41.0,1.0,4.0,0.0,0.0,0.0,304
calvin kattar,"Jul. 29, 2017",71.0,146.0,72.0,40.0,4.0,7.0,0.34,0.07,0.34,887
cam rowston,"Sep. 27, 2025",74.0,185.0,78.0,43.0,3.0,2.0,0.83,0.83,1.67,539
cameron church,"Sep. 27, 2025",68.8,155.5,70.6,40.7,4.0,5.0,0.0,1.0,0.0,900
cameron dollar,"Jun. 20, 2009",71.0,154.0,72.1,40.8,5.0,3.0,0.0,0.0,0.0,286
cameron else,"Oct. 3, 2020",69.0,135.0,71.0,38.0,2.0,8.0,0.0,0.0,0.0,256
cameron olson,"Aug. 15, 2017",73.0,205.0,75.0,41.8,3.0,2.0,3.0,1.0,0.0,900
cameron saaiman,"Dec. 10, 2022",68.0,135.0,67.0,39.0,5.0,4.0,0.89,0.67,0.44,579
cameron smotherman,"Oct. 19, 2024",69.0,136.0,69.0,39.0,4.0,4.0,0.0,0.0,0.0,690
cameron vancamp,"May. 7, 2022",74.0,155.5,74.0,41.5,5.0,6.0,0.0,0.0,0.0,192
canaan kawaihae,"Sep. 27, 2025",72.0,145.5,71.0,42.0,3.0,5.0,0.0,0.0,0.52,870
caol uno,"Feb. 23, 2001",67.0,156.0,69.1,39.2,2.0,3.0,2.42,0.24,0.0,744
caolan loughran,"Sep. 2, 2023",66.0,136.0,68.0,36.0,3.0,6.0,5.0,0.0,0.0,900
carl deaton,"Feb. 25, 2023",67.0,171.0,69.0,38.0,2.0,2.0,0.0,0.0,0.0,748
carla esparza,"Dec. 12, 2014",61.0,115.5,63.0,35.0,2.0,3.0,3.28,0.27,0.0,841
carli judice,"Jun. 15, 2024",67.0,125.0,68.0,38.0,11.0,8.0,0.7,0.0,0.7,648
carlo pedersoli,"May. 27, 2018",71.5,171.0,75.0,40.0,4.0,4.0,2.91,0.0,0.0,413
carlo prater,"Jan. 14, 2012",71.0,156.0,71.0,40.2,2.0,4.0,0.43,1.72,0.0,355
carlos baretto,"Oct. 17, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
carlos candelario,"May. 14, 2022",68.0,128.5,68.0,38.0,4.0,5.0,2.28,0.28,0.0,790
carlos condit,"Apr. 1, 2009",74.0,171.0,75.5,44.0,4.0,3.0,0.59,0.99,0.39,730
carlos eduardo rocha,"Nov. 13, 2010",70.0,170.5,72.9,39.4,1.0,2.0,0.0,1.39,0.0,545
carlos felipe,"May. 9, 2020",72.0,259.0,75.0,41.0,5.0,6.0,0.0,0.0,0.0,900
carlos hernandez,"Feb. 26, 2022",68.0,126.0,67.0,36.0,4.0,4.0,1.56,0.17,0.0,650
carlos huachin,"May. 11, 2019",64.0,136.0,67.0,37.0,2.0,5.0,0.0,0.0,0.0,745
carlos leal,"Oct. 26, 2024",71.0,170.0,74.0,40.0,10.0,8.0,0.75,0.0,0.0,399
carlos mota,"Oct. 29, 2022",64.0,125.5,69.0,37.0,1.0,1.0,0.0,1.0,0.0,900
carlos newton,"May. 15, 1998",69.0,175.0,73.0,39.5,1.0,2.0,2.47,0.9,0.0,727
carlos prates,"Feb. 10, 2024",73.0,170.0,78.0,43.5,4.0,5.0,0.23,0.0,2.11,548
carlos ulberg,"Mar. 6, 2021",76.0,205.0,77.0,43.5,7.0,4.0,0.58,0.19,1.16,465
carlos vera,"Dec. 9, 2023",66.0,136.0,69.0,36.0,2.0,3.0,0.0,1.64,0.82,548
carls john de tomas,"Jun. 17, 2017",65.0,135.8,71.0,37.0,2.0,4.0,1.37,0.0,0.0,657
carlston harris,"May. 8, 2021",72.0,170.0,76.0,42.0,4.0,3.0,1.46,0.59,0.59,439
carlton minus,"Aug. 22, 2020",70.0,159.0,75.0,42.0,4.0,5.0,0.0,0.0,0.0,900
carmelo marrero,"Oct. 14, 2006",72.0,205.0,74.8,41.5,1.0,2.0,3.21,0.87,0.0,618
carol foro,"Sep. 27, 2025",63.8,115.0,63.7,35.9,8.0,8.0,0.0,0.0,3.0,900
caros fodor,"Mar. 4, 2012",69.0,155.0,76.0,40.3,3.0,3.0,2.1,0.0,0.0,648
carrese archer,"Sep. 27, 2025",72.0,184.0,73.0,47.0,0.0,0.0,0.0,0.0,0.0,0
casey kenney,"Jul. 18, 2017",67.0,136.0,70.0,36.0,5.0,5.0,1.09,0.43,0.0,828
casey oneill,"Feb. 20, 2021",66.0,125.5,69.0,37.0,8.0,6.0,1.45,0.73,0.0,709
cat zingano,"Apr. 14, 2013",66.0,144.0,68.0,38.0,3.0,2.0,2.77,0.85,0.0,604
cathal pendred,"Jul. 19, 2014",73.0,169.0,75.0,41.0,2.0,3.0,2.46,0.41,0.0,732
cedric doumbe,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
cesar almeida,"Apr. 6, 2024",73.0,185.5,74.0,43.0,4.0,2.0,0.0,0.27,0.27,678
cesar arzamendia,"Nov. 21, 2015",71.0,155.0,71.0,42.0,5.0,5.0,7.32,2.44,0.0,185
cesar marscucci,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
cezar ferreira,"Jun. 24, 2012",73.0,185.5,78.5,43.0,2.0,2.0,2.69,0.48,0.19,625
cezary oleksiejczuk,"Sep. 27, 2025",72.6,185.5,75.2,43.1,28.0,0.0,0.0,0.0,0.0,36
chad anheliger,"Feb. 19, 2022",66.0,135.0,64.5,37.0,3.0,3.0,0.68,0.51,0.51,884
chad griggs,"Apr. 21, 2012",73.0,205.0,75.7,41.4,3.0,2.0,1.51,0.0,1.51,238
chad hanekom,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,1.0,1.0,0.0,1.0,0.0,900
chad johnson,"Sep. 27, 2025",72.8,215.0,76.1,41.9,6.0,8.0,0.0,0.0,0.0,223
chad laprise,"Apr. 16, 2014",70.0,171.0,71.0,40.0,5.0,4.0,1.05,0.0,0.52,515
