days_since_debut_diff,losses_diff,wins_diff,head_target_diff,sig_strikes_ground_diff,sig_strikes_landed_diff,knockdown_avg_diff,takedowns_avg_diff,sig_strikes_standing_diff,sig_strikes_attempted_diff,takedowns_attempted_diff,takedown_defense_diff,submission_avg_diff,days_since_win_diff,leg_target_diff,winner
-109,0,1,-581,-7,-813,-0.44,0.4000000000000003,-588,-1835,-90,9,-0.33,38.0,-201,1
-347,-4,-6,-284,-100,-458,-0.33,-3.08,-214,-1081,-86,-18,-0.25,-160.0,-86,1
-280,-2,3,-38,11,-80,-0.48,0.29,-58,-197,0,-27,0.03,-287.0,-31,0
-481,-6,-9,-154,-30,-256,-0.2,1.1800000000000002,-187,-688,-18,20,-1.29,-567.0,-40,1
-91,6,18,568,208,910,-0.35,3.3,564,1762,207,-30,1.24,0.0,123,0
-893,-8,-16,-538,-236,-653,0.3,-1.4700000000000002,-345,-1537,-269,-7,-0.99,-203.0,-20,1
-728,5,1,167,-32,509,0.0,0.14,439,950,20,36,-1.79,-364.0,131,1
-88,4,11,288,80,518,-0.15,1.81,371,1082,97,2,0.5,-88.0,162,1
336,0,-2,-66,-73,9,-0.11,1.07,23,48,30,21,0.0,154.0,67,0
-596,0,10,261,128,458,-0.0399999999999999,0.92,253,646,67,-11,1.82,-316.0,29,0
-1029,2,5,-32,-3,12,-0.21,-1.0,0,16,28,-38,-0.39,-452.0,13,0
0,-12,-3,-657,-79,-820,-0.71,1.61,-644,-1886,-13,-31,4.05,0.0,-67,0
-63,4,5,297,-4,449,-1.53,0.48,247,1465,25,21,-0.68,-154.0,55,1
-252,1,-2,83,13,72,0.0,4.47,48,61,29,45,0.28,0.0,-14,0
-1269,-5,-15,-219,-90,-307,0.0,-3.03,-187,-650,-96,-63,-1.46,-976.0,-22,1
-337,-1,-3,-282,-50,-481,-0.58,-1.63,-297,-840,-32,1,-0.0799999999999999,-287.0,-56,1
-126,12,10,48,-27,70,0.09,-0.8099999999999998,57,33,11,9,0.67,-210.0,23,0
-165,4,7,433,132,809,0.03,-0.14,639,1989,9,4,0.63,-476.0,195,0
-357,-2,6,6,18,7,0.0,1.0499999999999998,-22,-23,-3,17,-2.06,0.0,-7,0
196,-2,-2,363,63,491,0.02,0.3600000000000001,393,1483,42,31,0.17,196.0,85,0
119,1,-5,-9,-4,-10,0.0,0.2299999999999999,-7,-31,-5,27,-5.1,0.0,1,1
-5401,-5,-10,-15,-5,-42,0.0,5.07,-31,-48,9,73,-2.5200000000000005,0.0,-20,1
-315,2,9,394,20,604,0.11,-0.08,422,1013,4,-38,-0.5,-315.0,-16,0
1029,-7,-7,-622,-87,-1254,0.24,-0.2299999999999999,-1092,-3422,-137,-40,1.48,276.0,-332,1
-77,0,8,408,125,528,0.79,1.23,234,986,59,26,-0.1099999999999999,252.0,87,0
-126,-10,-12,-313,45,-581,0.42,1.43,-510,-1352,-4,4,0.02,-126.0,-169,1
-28,15,29,-21,21,-45,0.0,-1.32,-47,-141,-6,-44,0.99,-112.0,-18,1
-69,-1,-1,-19,-32,-17,0.0,0.5899999999999999,21,139,17,-15,1.21,0.0,1,0
-791,-5,-11,-412,-83,-700,-0.0199999999999999,-0.87,-646,-2173,-37,9,-0.33,-137.0,-220,1
-357,1,10,-137,-17,-370,0.51,0.96,-218,-711,19,17,0.1699999999999999,-306.0,-116,1
0,-1,-4,-144,-27,-234,0.0,1.47,-150,-467,-6,-35,1.08,0.0,-46,1
728,-3,1,-122,-78,-286,-0.38,0.55,-231,-554,-7,-42,1.61,-43.0,-113,1
-147,-1,3,-15,-14,-30,0.0,-2.88,-3,-37,-4,15,1.39,0.0,4,0
0,9,16,648,60,1442,0.66,-0.73,1334,3237,4,73,-0.51,0.0,340,0
735,10,8,81,-116,134,0.39,-1.5400000000000005,151,-183,-30,-13,0.16,0.0,44,1
-314,0,10,-33,-2,-31,0.3399999999999999,-1.62,-29,-171,-13,-2,3.0,-140.0,0,0
25,2,3,7,96,-29,-0.61,-0.6099999999999999,-40,-30,6,-25,0.08,9.0,-54,0
-455,-14,-9,-570,-134,-958,0.01,1.99,-553,-1671,-56,-26,0.53,-371.0,-92,0
0,7,11,14,0,61,0.0,0.0,51,144,14,0,0.0,0.0,16,0
0,-3,-7,-98,-28,-119,0.0,1.64,-96,-398,12,7,0.32,0.0,4,0
0,0,3,58,58,78,0.31,0.3199999999999999,27,213,-6,5,-0.9000000000000001,0.0,-7,0
0,-6,-3,-27,10,0,0.42,-1.0,-21,-71,-8,-15,0.0299999999999999,0.0,18,1
1338,-3,1,-185,7,-198,0.3,0.12,-229,252,4,-19,0.35,1260.0,67,0
-14,1,12,-26,-44,-1,-0.32,1.81,7,56,35,-31,0.0,0.0,9,0
182,1,1,-167,65,-41,-0.06,-1.3000000000000005,-71,95,-64,-1,0.56,119.0,-103,0
0,0,-8,-73,-15,-94,0.0,4.82,-67,-273,-35,-14,-2.5,0.0,-9,1
-581,-11,-23,-300,-54,-573,-0.24,1.56,-484,-1206,-10,-23,2.5700000000000003,-49.0,-143,1
-652,-8,-3,-246,14,-420,0.26,0.73,-410,-1504,-1,7,0.93,-172.0,-147,1
88,4,6,340,111,598,0.35,1.0399999999999998,417,1277,99,44,0.5,0.0,176,0
-904,3,7,-39,-155,-205,0.19,-3.12,56,-438,-67,-22,-0.15,-132.0,-74,0
-78,7,9,668,27,1318,0.37,-0.8,1227,2520,2,86,0.0,0.0,335,0
-6,-2,-4,34,45,48,0.0,-0.97,-12,-88,-14,4,-1.47,56.0,1,1
-407,0,10,-84,-75,-106,0.0,-1.72,-25,-328,-43,4,-1.99,-153.0,-13,1
-336,-9,0,-945,21,-1270,0.1399999999999999,1.88,-1010,-2881,4,30,-0.6900000000000001,-63.0,-98,0
-140,-3,-9,-824,-309,-1308,0.26,0.6200000000000001,-943,-2936,-127,15,0.3899999999999999,-37.0,-240,0
0,-5,-16,-1506,-158,-1830,-0.3399999999999999,0.8200000000000001,-1392,-3619,-59,-47,1.01,0.0,-154,1
-205,-7,-5,-60,6,-68,-0.47,0.6900000000000002,-67,-254,-1,36,0.54,-287.0,-5,1
-239,0,7,-69,-1,-55,0.0,-3.97,-48,-57,-28,-9,-0.28,-119.0,14,1
-49,2,4,265,58,514,0.0,0.2300000000000001,295,985,30,10,0.6599999999999999,0.0,79,0
-406,2,6,426,29,574,-1.74,0.48,316,1729,25,0,-0.22,-497.0,35,1
196,0,3,-144,-26,-216,-1.53,1.72,-184,-421,10,31,0.1799999999999999,490.0,-53,1
-151,-5,-8,-43,-76,-115,0.0,-4.23,-24,-198,-56,-20,0.0,-297.0,-24,1
1232,7,-5,-80,-98,-175,-0.41,-2.94,-83,-208,-51,-51,1.23,0.0,-80,1
1113,-13,-24,-801,14,-1721,-0.66,0.1800000000000001,-1591,-3536,-94,-43,0.33,301.0,-456,1
0,-3,9,503,155,1137,-0.2499999999999999,2.94,605,2021,140,21,0.52,0.0,269,0
-126,4,-6,-336,-62,-987,0.26,1.4800000000000002,-734,-1323,6,-14,-0.02,-126.0,-347,1
-507,-2,-2,-86,-35,-145,0.01,-1.71,-28,-416,-57,-14,0.6,-161.0,-18,1
-567,-3,0,-123,-1,-284,-0.15,-1.0100000000000002,-201,-708,-33,48,3.26,-143.0,-99,1
-423,-13,-22,-295,-74,-377,-0.98,-2.04,-232,-943,-43,-33,1.0299999999999998,-104.0,-20,1
0,-3,-2,-287,82,-420,0.31,1.26,-398,-1033,1,9,0.29,-21.0,-81,0
0,4,6,81,-11,70,0.0,0.8099999999999998,50,149,8,18,-0.34,0.0,-5,1
-98,1,0,-357,-47,-509,-0.2199999999999999,1.22,-437,-1374,-19,-25,-0.15,238.0,-81,1
232,5,9,268,32,582,0.3299999999999999,-1.4499999999999995,516,1620,-14,11,-1.3099999999999998,-462.0,232,0
392,-10,5,-646,-85,-798,-0.71,0.6799999999999999,-624,-1806,-7,-64,0.3899999999999999,385.0,-57,1
-322,-10,-10,-214,-38,-229,-0.5,-0.87,-128,-497,-21,-1,-0.25,0.0,-2,1
-854,-4,-11,96,41,125,0.49,-0.3800000000000001,119,235,2,37,-1.88,-214.0,25,0
770,-1,2,38,13,10,0.0,1.3800000000000003,32,-61,5,-44,4.11,252.0,-4,0
-535,4,13,-21,32,-73,0.3699999999999999,0.5199999999999999,-70,-598,-7,-28,-0.42,-535.0,-13,0
-1429,0,-13,-54,-5,-105,0.27,-1.37,-87,-165,-45,-21,0.4599999999999999,-159.0,1,0
0,-6,-13,-477,-101,-650,-0.19,-0.48,-431,-1843,-27,-45,0.5900000000000001,0.0,-39,1
-259,-4,-4,-25,75,-8,-0.05,-0.3799999999999999,-123,-81,27,-5,-0.6299999999999999,-430.0,-6,0
-322,-13,1,-61,-34,203,-0.62,-0.1199999999999998,240,-15,-7,46,-0.2499999999999999,-273.0,145,0
-883,-16,-31,-646,-142,-1091,0.42,0.5699999999999998,-765,-2435,-80,32,-1.7,-98.0,-226,1
0,5,-11,-158,-193,-229,0.52,-1.2,64,178,-110,28,-0.71,0.0,-13,1
-350,5,11,-122,-35,-135,-1.43,-0.09,-98,-166,-1,-21,0.6599999999999999,-154.0,-3,1
105,1,-14,-519,-83,-1039,0.31,-0.4099999999999999,-832,-3034,-93,8,-0.2599999999999999,105.0,-234,1
-119,-3,-8,-360,-16,-918,-0.06,0.0499999999999999,-928,-2135,-11,-20,0.12,-119.0,-251,1
49,1,-3,54,40,66,0.0,1.1399999999999997,21,200,4,17,-2.08,-182.0,7,0
-494,4,3,-65,-65,-77,-1.2999999999999998,-1.7000000000000002,-14,60,-16,-42,-0.28,-70.0,-8,1
1450,3,2,-176,-57,-126,-0.13,-0.3999999999999999,-63,599,-3,-31,-0.0799999999999999,112.0,39,1
0,-11,-13,-878,-54,-1356,-0.21,1.6,-1206,-2678,-3,-15,1.4700000000000002,0.0,-152,0
364,-7,-11,181,18,487,-0.47,-0.61,340,981,9,42,-0.3699999999999999,70.0,162,0
0,0,-8,-41,47,-30,-0.6900000000000001,-0.8900000000000001,-65,-32,-8,-15,-0.85,0.0,-4,1
-277,1,-2,-556,-46,-822,0.06,-0.8000000000000003,-560,-1829,-121,-24,4.46,-231.0,-203,1
98,2,8,-6,4,-35,0.22,3.34,-18,-118,41,-70,0.67,147.0,-22,0
252,8,20,557,196,978,0.1,-1.17,580,2086,181,-39,0.96,147.0,160,0
-518,1,-11,-247,-136,-340,-0.25,0.27,-179,-859,-39,-23,-0.87,-497.0,-36,1
364,1,-1,202,65,371,0.4899999999999999,2.76,139,708,87,28,0.47,439.0,85,0
-1393,0,11,199,55,605,0.18,-1.25,457,1293,16,33,-0.53,-511.0,184,0
7,-1,-2,-638,-27,-1243,-0.37,0.0,-1173,-2414,11,14,0.0,7.0,-317,1
-452,-9,-17,-97,-52,-119,-0.79,-1.65,-31,-312,-37,-19,0.03,56.0,-5,1
146,-7,-7,-127,17,-266,0.09,-1.0,-277,-674,-18,-67,1.15,147.0,-62,0
-933,-9,-4,-773,-61,-1027,-0.08,0.72,-656,-2176,-41,47,-0.8700000000000001,75.0,-108,0
-83,-2,2,28,20,44,0.0,-0.1400000000000001,-15,-73,-10,44,-0.72,77.0,6,0
-483,-6,-15,-72,35,-185,0.42,0.6499999999999999,-241,-269,1,19,-1.46,175.0,-80,0
0,0,19,512,40,829,0.0199999999999999,1.06,684,2309,54,78,0.54,0.0,141,0
63,4,0,224,70,498,-1.09,0.02,272,1119,32,6,-0.61,63.0,78,1
-93,2,3,223,4,275,0.72,0.03,270,724,-2,43,-0.07,0.0,51,1
0,0,0,93,8,132,0.19,1.48,75,335,40,-41,-0.3500000000000001,0.0,10,1
750,8,1,330,103,512,-0.02,-0.92,325,1543,2,43,-2.16,0.0,53,0
672,-3,-11,-319,-37,-413,0.0399999999999999,2.2,-275,-474,36,-10,-0.55,-112.0,95,0
0,6,16,599,10,1074,-0.36,-4.930000000000001,1071,2324,-28,10,-0.18,0.0,250,0
0,-8,-4,-548,-129,-740,-0.36,-1.37,-458,-1874,-88,0,-0.1099999999999999,0.0,-72,1
-87,6,9,76,57,178,-0.1,-2.22,67,493,-29,22,-0.33,749.0,47,0
-161,-4,-21,-1463,-145,-1772,-0.62,0.8300000000000001,-1365,-3440,-69,-9,-1.24,-161.0,-148,1
911,0,-16,-672,-223,-911,0.23,-1.6800000000000002,-482,-2394,-167,-7,0.4399999999999999,0.0,-29,1
-106,1,-4,-75,-26,-211,0.41,-0.9500000000000002,-192,-523,-21,15,0.4799999999999999,-105.0,-106,1
127,13,25,996,143,1961,0.81,-0.24,1629,4192,100,24,-0.7000000000000002,126.0,462,0
504,5,14,329,75,311,-0.18,-0.6799999999999997,246,859,176,4,0.4399999999999999,187.0,-11,1
-82,3,1,421,118,568,0.37,1.76,401,1294,98,39,0.82,0.0,58,0
-491,-4,3,-427,-40,-595,0.0,-0.12,-394,-1735,-24,10,0.36,-399.0,-100,1
-224,-7,-3,-456,-129,-670,-0.4299999999999999,1.0200000000000002,-364,-1147,-3,-10,-0.8600000000000001,-127.0,28,1
291,1,0,414,72,772,0.38,-1.7000000000000006,517,1930,26,-10,0.89,49.0,98,1
1528,-3,-5,-177,-6,-489,0.54,0.3499999999999998,-402,-1094,-62,35,-0.4599999999999999,1345.0,-191,1
245,2,2,161,1,235,1.53,-3.26,209,398,-7,5,-1.4899999999999998,63.0,53,0
-316,-1,5,-126,-14,-186,0.36,-1.0699999999999998,-129,-651,-111,12,1.39,192.0,-27,0
-204,-16,-20,-805,-62,-1507,-0.54,0.43,-1355,-3781,-32,-48,-0.04,0.0,-214,1
-90,1,-2,65,57,89,0.5,-1.72,27,48,-17,35,-2.46,108.0,15,0
638,-3,-4,-222,-41,-418,-0.1499999999999999,-0.5,-361,-771,-8,21,-0.2,458.0,-89,1
104,7,11,-79,170,-203,0.31,-1.2799999999999998,-424,-1127,-8,-26,0.7999999999999999,105.0,-103,1
0,8,11,421,94,619,-0.81,0.07,395,1474,30,15,-1.3299999999999998,121.0,60,1
312,-10,-10,-296,18,-689,-0.09,2.3400000000000003,-684,-1984,63,33,-0.39,-77.0,-203,1
444,-7,-10,-436,67,-696,0.6499999999999999,3.07,-812,-1789,32,1,0.47,-280.0,-169,0
-342,11,18,837,223,1535,0.06,-0.3699999999999999,1003,2813,137,1,-1.0699999999999998,-245.0,300,0
13,7,10,-59,-55,25,-0.73,-1.4,79,319,84,-71,1.54,-182.0,35,1
87,-1,-1,-340,17,-470,-0.1099999999999999,-0.75,-398,-952,-60,7,-0.08,49.0,-139,1
233,10,9,-177,21,-187,0.26,0.03,-243,-524,15,-19,1.12,196.0,30,1
188,-6,-1,-528,44,-1153,-0.35,1.07,-1177,-2776,-10,-18,1.47,269.0,-349,1
-924,-14,-15,-359,7,-361,-0.02,0.8999999999999999,-374,-1032,14,15,-0.91,-42.0,-35,0
0,8,-4,-60,-41,-408,0.52,-1.0699999999999998,-269,-748,-86,24,-0.4499999999999999,-148.0,-182,1
-511,-4,-5,-85,-42,-141,-0.01,-1.98,-63,-222,-58,-32,-1.18,-192.0,-24,0
1226,-1,11,-133,-66,-189,-0.4,1.71,-116,-479,7,13,-0.6,0.0,-17,1
-468,6,2,293,108,480,0.19,-0.2399999999999997,273,1069,73,11,-1.8,-225.0,108,1
141,12,10,773,17,1299,0.21,-4.66,1197,2656,-30,3,-0.7499999999999999,0.0,179,1
408,1,-4,16,27,-34,0.0,-1.2,-38,-28,-3,-69,1.14,0.0,-38,1
-1337,2,12,-134,-18,-168,-0.5599999999999998,2.21,-171,-414,5,-100,-0.28,-161.0,-16,0
0,-1,-17,-97,-56,-141,-0.3199999999999999,-0.5099999999999999,-64,-299,-8,-19,-0.1099999999999999,0.0,25,1
146,-2,-6,-115,-29,-305,0.45,-0.94,-263,-735,-22,-12,0.22,266.0,-88,1
-519,-4,2,76,33,391,0.36,-0.29,465,645,-20,-2,0.08,-353.0,165,0
0,-1,0,-137,-62,-241,-0.42,0.65,-146,-476,-12,43,-1.41,0.0,-29,1
-116,3,-10,97,16,162,0.02,-2.26,115,567,-17,47,-2.3400000000000003,187.0,17,1
-189,0,-3,-17,-5,-9,0.0,-1.1,7,-74,-27,36,-0.6399999999999999,-287.0,11,0
402,8,2,9,-110,-181,0.98,-0.79,-60,-593,-107,50,-0.8099999999999999,140.0,-64,0
-1183,-1,0,-117,-123,-282,0.25,-2.01,-36,-754,-60,-27,-0.54,-412.0,-81,0
-834,-3,-6,-989,-55,-1150,-0.13,-0.32,-965,-2745,-69,-42,-0.98,-614.0,-38,1
351,6,9,168,25,235,0.3,0.2299999999999999,171,826,35,-20,-0.5700000000000001,-105.0,24,0
-126,-11,-11,-551,-59,-1145,0.3399999999999999,-0.08,-1013,-3272,-128,-9,0.0399999999999999,-131.0,-314,1
-367,-5,-5,-50,-41,-57,-0.5,-1.4399999999999995,-8,-88,-18,-7,-3.99,0.0,-3,1
-104,-2,2,-78,3,-133,-0.19,1.36,-78,-367,-24,54,-0.97,0.0,-10,1
-133,-6,-7,-152,-57,-222,-0.5,-1.12,-131,-435,-19,41,3.01,-581.0,-37,1
1120,10,8,223,47,323,0.48,0.0899999999999998,151,522,39,7,0.42,308.0,1,0
-1012,1,13,-755,-36,-903,0.5599999999999999,0.1799999999999999,-603,-1844,-59,22,-0.49,-546.0,-99,1
-336,0,-26,80,8,15,0.0999999999999999,-0.17,32,-6,-11,-6,-0.2099999999999999,-259.0,-26,0
-119,0,-3,-165,-67,-282,-0.66,-1.21,-170,-768,-15,-48,3.02,224.0,-40,1
-86,-2,-4,-511,-111,-674,0.03,-1.03,-419,-1860,-34,-57,-0.06,-205.0,-29,1
147,-1,3,-209,82,106,0.11,0.5300000000000002,-288,-1177,16,-18,0.47,147.0,134,1
685,-2,10,123,-31,286,0.3099999999999999,-0.8300000000000001,193,289,-21,-5,-1.34,159.0,33,0
0,-2,-7,-132,-13,-326,-0.15,-0.75,-240,-859,-19,-67,0.0,0.0,-103,1
50,-17,-12,-801,-56,-1526,-0.54,-0.0499999999999999,-1369,-3828,-30,-48,7.34,253.0,-233,0
0,-3,-3,-34,-8,-65,-0.93,0.0,-54,-225,-1,-62,-1.39,0.0,-18,1
-56,6,25,214,46,397,-1.5,0.56,323,872,13,-20,1.46,42.0,63,0
-1023,2,-3,-204,-20,-252,-1.66,1.8000000000000005,-183,-572,24,-4,-0.64,-92.0,-43,1
-140,-3,-9,-824,-309,-1308,0.26,0.6200000000000001,-943,-2936,-127,15,0.3899999999999999,-37.0,-240,1
-610,-4,6,215,121,245,0.49,1.26,239,-180,46,-11,0.0,-119.0,16,0
1470,10,4,159,132,368,0.32,0.5000000000000001,187,1216,54,2,-0.6900000000000001,752.0,168,1
84,1,6,-86,-19,-219,-0.06,2.0900000000000003,-152,-707,28,-31,0.7200000000000001,-1032.0,-39,0
-1338,3,-1,185,-7,198,-0.3,-0.12,229,-252,-4,19,-0.35,-308.0,-67,0
-1386,6,13,558,67,1177,0.3400000000000001,0.2899999999999999,966,1714,69,9,0.8299999999999998,-169.0,225,0
1050,5,-12,184,56,289,0.26,-1.4999999999999998,170,1020,-16,6,-0.52,147.0,47,1
-497,-3,-2,-299,50,-520,0.0499999999999999,1.52,-496,-1119,20,15,0.13,-371.0,-153,0
0,-7,-13,-627,-20,-935,-0.58,1.61,-809,-1907,-13,-3,0.0,0.0,-169,0
-153,2,10,-8,15,-34,1.18,1.18,-52,-229,2,-21,0.0,0.0,-8,0
-1528,-2,-10,-104,-3,-195,-0.28,0.5800000000000001,-176,-535,-6,-6,-1.42,-721.0,-74,1
153,-1,-9,57,0,109,0.19,-0.6599999999999997,49,255,13,-51,-0.1100000000000001,49.0,8,1
160,-5,10,123,-46,329,0.0199999999999999,-0.9800000000000002,320,629,-16,33,0.1,161.0,76,0
-1359,-6,-4,-165,-16,-144,-0.32,0.79,-115,-338,-21,6,-1.51,0.0,21,1
-286,3,-3,-275,-74,-463,0.2,-0.3,-253,-1094,-29,14,0.17,-287.0,-50,1
138,-6,-10,-755,-31,-1105,-0.2,0.8300000000000001,-1018,-2037,34,-17,0.5599999999999999,139.0,-158,0
-715,-7,-9,-67,-23,-59,-0.47,-0.5199999999999999,-42,-199,-8,49,0.6100000000000001,-133.0,-1,1
-280,-1,-10,-36,16,-69,-0.41,1.01,-72,-128,9,-10,0.71,0.0,-19,0
-153,-2,-3,-76,-3,-148,0.0,0.64,-74,-316,7,-86,-0.36,0.0,-15,1
28,-6,-17,-1443,-105,-1746,-0.31,-0.2099999999999999,-1376,-3439,-66,-49,0.02,42.0,-162,1
-63,-6,-4,-908,-76,-1396,0.01,-0.11,-1210,-2757,-13,-52,-0.67,0.0,-153,1
-93,-5,-5,-341,-180,-536,-0.19,-1.4500000000000002,-258,-1075,-107,-26,-0.19,0.0,-110,1
-728,-8,-8,-425,-141,-729,-0.3,-0.7899999999999999,-377,-892,-30,-16,-0.55,-83.0,-64,0
-811,2,6,253,105,382,-0.09,0.81,296,812,54,14,-0.5599999999999999,-700.0,47,0
-238,-2,-11,-158,-17,-176,-1.09,1.7299999999999998,-143,-335,1,-52,-1.45,-175.0,-15,1
87,0,-4,-289,-185,-392,-0.51,-1.0,-203,-873,-60,-56,0.8500000000000001,-84.0,-55,1
16,-8,-25,-584,-227,-804,0.64,-0.1500000000000001,-470,-1743,-115,-3,0.5399999999999999,-105.0,-64,1
0,-2,-6,424,205,637,-0.1899999999999999,0.6800000000000002,299,1395,102,2,0.5000000000000001,0.0,134,1
0,-4,3,-136,-1,-246,-0.37,-0.56,-240,-756,3,-80,0.0,0.0,-51,1
230,8,2,-279,-9,-336,0.0,-2.57,-289,-979,-93,-81,0.99,0.0,-25,1
0,-11,-17,-172,-19,-257,-0.16,1.53,-159,-659,-8,20,-1.58,0.0,-21,1
0,1,-2,-50,-27,-96,-0.46,-1.92,-56,-216,-23,12,-1.6,0.0,-16,1
0,-5,-4,-10,-7,-29,0.68,-1.03,-24,-44,-6,-6,3.57,0.0,-17,0
0,9,13,46,64,62,1.1,1.2600000000000002,-20,36,3,32,-1.13,0.0,-20,0
0,7,4,-334,-163,-381,0.0999999999999999,-0.8500000000000001,-189,-910,-37,4,-0.82,0.0,-107,0
553,7,-4,-248,-93,-600,0.4399999999999999,-0.6799999999999999,-384,-845,-52,-19,-0.06,511.0,-209,1
-259,15,37,101,40,173,0.13,-0.6199999999999999,136,366,41,-22,-1.61,-224.0,50,0
-280,0,3,57,-22,-20,0.3299999999999999,0.35,-14,-154,12,-21,-0.79,100.0,-34,0
155,6,11,177,39,359,-0.7100000000000001,1.94,297,807,29,20,-1.2799999999999998,35.0,73,0
0,-2,-3,-12,18,-57,0.0,1.1800000000000002,-46,-268,-4,29,-0.07,0.0,-30,0
-805,7,18,438,76,732,0.1,-0.3500000000000001,550,1472,112,13,-0.08,-476.0,99,1
-539,-1,1,-46,-37,-66,-0.5,1.3,-36,-137,0,-35,0.0,-167.0,-18,0
343,7,10,165,-10,301,0.5,-1.88,229,581,-17,14,-1.18,694.0,88,1
-932,2,-8,-117,-162,-126,-0.1099999999999999,-2.54,73,-117,-78,-5,-0.2099999999999999,21.0,-20,1
16,1,1,87,143,27,-0.41,2.45,-135,182,111,11,-0.01,-140.0,-2,0
-253,-11,-7,-361,40,-530,0.0,5.0200000000000005,-586,-1598,38,1,1.24,55.0,-31,0
-1427,16,41,547,350,1104,0.3,-2.48,432,1763,32,13,0.3399999999999999,-545.0,159,0
-1323,4,14,-220,-11,352,0.65,0.1099999999999998,538,646,24,32,-0.1300000000000001,-35.0,331,1
-116,2,-11,-8,-31,-33,0.09,-1.19,0,-30,-7,50,-2.74,-42.0,-20,1
203,10,19,288,106,385,0.34,0.56,231,900,43,10,1.54,455.0,26,0
-140,-3,-3,-174,-74,-238,0.3399999999999999,-0.93,-147,-405,-16,59,-0.73,0.0,-12,1
1310,-7,-9,-554,-57,-1276,-0.38,-0.02,-1181,-2772,-12,-34,1.34,-70.0,-283,1
1435,2,-22,-84,-95,-204,-0.0999999999999999,-0.25,-100,-355,3,-11,0.67,-70.0,-15,1
-140,3,11,-130,-60,-194,-0.42,-0.42,-140,-393,-6,0,0.31,-140.0,-19,0
-791,-7,-6,-30,-6,-53,1.71,1.08,-32,-152,-19,47,-1.46,0.0,-13,1
-111,1,5,23,3,32,2.8,2.8,12,59,1,80,0.0,0.0,3,0
-111,4,1,-67,-11,-240,-0.15,-0.75,-168,-666,-18,-17,0.0,-111.0,-98,1
0,-15,-23,-220,-125,-330,-0.24,-1.42,-182,-613,-33,-55,-1.54,0.0,-61,1
-307,-3,22,480,339,483,-0.4499999999999999,3.2500000000000004,127,759,107,4,0.79,0.0,-18,0
10,-4,-7,-25,-72,-80,0.0,-1.7700000000000005,3,12,-32,-33,2.46,176.0,-19,1
-588,-4,-1,-32,32,-110,-1.74,3.26,-140,-134,7,-26,1.95,-63.0,-73,1
-89,-12,-14,-636,23,-1317,-0.27,1.88,-1256,-3230,17,-39,1.88,115.0,-209,1
-721,-2,3,-340,-25,-499,0.92,0.13,-336,-1614,-24,-22,0.61,-231.0,-86,0
-497,-4,-3,197,8,180,0.51,0.06,189,263,-5,5,-0.47,-462.0,-30,1
1064,-1,-15,-774,-48,-1257,-0.13,0.04,-1102,-1875,-31,-4,-0.3,238.0,-282,1
-1231,-3,-12,-132,-127,-113,0.33,0.7799999999999998,45,-309,-170,10,-0.17,-448.0,27,0
-210,4,12,-389,149,-149,-0.03,1.4799999999999998,-369,-861,126,-36,0.26,175.0,108,1
-545,-3,-16,-505,-197,-848,-0.46,-2.23,-484,-1521,-98,-29,-1.68,-500.0,-121,1
0,-11,-12,-814,-19,-1326,0.19,-0.34,-1187,-2551,-18,-28,-0.07,90.0,-170,0
0,6,10,841,47,1236,0.47,-0.55,1112,2687,13,-37,0.0,0.0,102,0
-398,-2,-3,833,19,1748,-0.27,-0.91,1769,3798,-63,19,-0.94,-84.0,208,1
-507,-6,-9,-301,-118,-549,1.0299999999999998,-0.25,-372,-1175,-96,2,-0.5,0.0,-167,1
959,-6,1,430,104,718,-0.3,0.6100000000000001,506,971,60,-34,1.0299999999999998,-675.0,145,0
-1323,0,2,-170,-178,-397,0.0,-3.51,-70,-769,-75,-9,-0.54,-552.0,-85,1
-7,3,-21,38,81,-119,0.12,1.12,-254,-530,34,-31,0.1899999999999999,154.0,-70,1
-1079,-15,-21,-594,-177,-952,-0.6,-1.68,-512,-1544,-65,16,-1.3,-223.0,-72,1
0,-14,-22,-858,-139,-1403,-0.57,-1.14,-1062,-2768,-37,-65,0.3399999999999999,0.0,-145,1
0,1,-5,46,5,84,0.3,1.2300000000000002,61,168,36,-71,-0.4,0.0,34,0
63,0,-9,-711,-182,-1055,0.32,-1.56,-763,-2500,-74,-16,0.57,137.0,-194,1
-841,-7,-12,-236,-37,-435,0.76,0.93,-390,-986,-12,2,-1.68,-137.0,-103,1
-866,-1,3,-206,-86,-332,-0.83,-0.6499999999999999,-100,-633,-62,17,0.05,-43.0,-56,0
-469,1,14,-76,63,132,-0.4,0.54,3,531,121,-57,0.1699999999999999,0.0,37,0
-273,5,-4,43,5,104,-0.2099999999999999,0.4000000000000001,82,205,3,27,1.01,0.0,14,0
40,-3,-4,-152,-31,-76,-0.19,-0.3499999999999998,-59,-503,1,-12,0.78,-42.0,36,0
0,9,8,-10,-48,10,0.52,-1.9,29,235,-21,-1,-0.0899999999999999,-119.0,52,1
808,-1,-12,-41,3,-49,0.33,-1.52,-44,80,-17,11,0.65,1172.0,-58,1
-1547,-6,0,-784,-219,-849,0.09,0.1099999999999998,-701,-2363,-118,-2,0.48,55.0,-17,0
-696,-5,-17,-456,-105,-723,-0.3899999999999999,1.0699999999999998,-520,-1764,-7,-44,0.8399999999999999,0.0,-48,1
